label,authors_1,authors_2,title_1,title_2,venue_1,venue_2,year_1,year_2
1,guido moerkotte,guido moerkotte,small materialized aggregates : a light weight index structure for data warehousing,small materialized aggregates : a light weight index structure for data warehousing,vldb,very large data bases,1998,1998
0,"bongki moon , quanzhong li","chee-yong chan , minos garofalakis , rajeev rastogi",indexing and querying xml data for regular path expressions,re-tree : an efficient index structure for regular expressions,vldb,the vldb journal -- the international journal on very large data bases,2001,2003
0,"thomas j. e. schwarz , witold litwin","witold litwin , marie-anne neimat , donovan a. schneider",lh * rs : a high-availability scalable distributed data structure using reed solomon codes,rp * : a family of order preserving scalable distributed data structures,sigmod conference,very large data bases,2000,1994
0,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang","albert d'andrea , phil janus",vxmlr : a visual xml-relational database system,unisql 's next-generation object-relational database management system,vldb,acm sigmod record,2001,1996
0,"peter dadam , wolfgang klas","sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang",the database and information system research group at the university of ulm,information systems research at george mason university,sigmod record,acm sigmod record,1997,1997
0,"georg gottlob , christoph koch , reinhard pichler","georg gottlob , christoph koch , reinhard pichler",xpath processing in a nutshell,xpath processing in a nutshell,sigmod record,acm sigmod record,2003,2003
0,"philip a. bernstein , umeshwar dayal","surajit chaudhuri , umeshwar dayal",an overview of repository technology,an overview of data warehousing and olap technology,vldb,acm sigmod record,1994,1997
0,"berthold reinwald , hamid pirahesh","ling tony chen , doron rotem , sidhar seshadri",sql open heterogeneous data access,declustering databases on heterogeneous disk systems,sigmod conference,very large data bases,1998,1995
0,karl aberer,karl aberer,book review column,book review column,sigmod record,acm sigmod record,2002,2003
0,"yannis e. ioannidis , marvin h. solomon , odysseas g. tsatalos","odysseas g. tsatalos , marvin h. solomon , yannis e. ioannidis",the gmap : a versatile tool for physical data independence,the gmap : a versatile tool for physical data independence,vldb j.,very large data bases,1996,1994
1,"s.-k . kim , eman anwar , sharma chakravarthy , v. krishnaprasad","sharma chakravarthy , v. krishnaprasad , eman anwar , s.-k . kim","composite events for active databases : semantics , contexts and detection","composite events for active databases : semantics , contexts and detection",vldb,very large data bases,1994,1994
0,"sudipto guha , rajeev rastogi , kyuseok shim","raymond t. ng , jiawei han",cure : an efficient clustering algorithm for large databases,efficient and effective clustering methods for spatial data mining,sigmod conference,very large data bases,1998,1994
0,michael l. brodie,"maria zemankova , yannis e. ioannidis","panel : future directions of database research - the vldb broadening strategy , part 2",scientific databases - state of the art and future directions,vldb,very large data bases,2000,1994
0,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado","elena baralis , stefano paraboschi , ernest teniente",the multidimensional database system rasdaman,materialized views selection in a multidimensional database,sigmod conference,very large data bases,1998,1997
0,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",luca cardelli,qursed : querying and reporting semistructured data,describing semistructured data,sigmod conference,acm sigmod record,2002,2001
0,"peter j. haas , rakesh agrawal , jerry kiernan","jayavel shanmugasundaram , eugene shekita , jerry kiernan , rajasekar krishnamurthy , efstratios viglas , jeffrey naughton , igor tatarinov",a system for watermarking relational databases,a general technique for querying xml documents using a relational database system,sigmod conference,acm sigmod record,2003,2001
0,"richard t. snodgrass , dengfeng gao","alberto o. mendelzon , alejandro a. vaisman",temporal slicing in the evaluation of xml queries,temporal queries in olap,vldb,very large data bases,2003,2000
0,"samuel madden , mehul a. shah , vijayshankar raman , joseph m. hellerstein","ron avnur , joseph m. hellerstein",continuously adaptive continuous queries over streams,eddies : continuously adaptive query processing,sigmod conference,international conference on management of data,2002,2000
1,"farnoush banaei kashani , jabed faruque , adil faisal , cyrus shahabi","cyrus shahabi , adil faisal , farnoush banaei kashani , jabed faruque",insite : a tool for interpreting users ? interaction with a web space,insite : a tool for interpreting users ? interaction with a web space,vldb,very large data bases,2000,2000
0,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh","svetlozer nestorov , serge abiteboul , rajeev motwani",lore : a database management system for semistructured data,inferring structure in semistructured data,sigmod record,acm sigmod record,1997,1997
0,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos","nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent",fast nearest neighbor search in medical image databases,nearest neighbor queries,vldb,international conference on management of data,1996,1995
0,michael h. böhlen,"p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann",temporal database system implementations,the multidimensional database system rasdaman,sigmod record,international conference on management of data,1995,1998
1,"luis gravano , surajit chaudhuri","surajit chaudhuri , luis gravano",optimizing queries over multimedia repositories,optimizing queries over multimedia repositories,sigmod conference,international conference on management of data,1996,1996
0,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan","jun yang , jennifer widom",on the computation of multidimensional aggregates,incremental computation and maintenance of temporal aggregates,vldb,the vldb journal -- the international journal on very large data bases,1996,2003
0,josé a. blakeley,rudolf bayer,open object database management systems,document management as a database problem,sigmod conference,very large data bases,1994,1995
0,michael h. böhlen,"thomas brinkhoff , hans-peter kriegel",temporal database system implementations,the impact of global clustering on spatial database systems,sigmod record,very large data bases,1995,1994
0,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas","marianne winslett , kenneth smith , xiaolei qian",supporting top-k join queries in relational databases,formal query languages for secure relational databases,vldb,acm transactions on database systems ( tods ),2003,1994
0,"manfred a. jeusfeld , hans-joachim lenz , panos vassiliadis , martin staudt","arie segev , christian s. jensen , richard thomas snodgrass",report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),report on the 1995 international workshop on temporal databases,sigmod record,acm sigmod record,2003,1995
0,"daphne koller , lise getoor , benjamin taskar","christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.",selectivity estimation using probabilistic models,spatial join selectivity using power laws,sigmod conference,international conference on management of data,2001,2000
